,State,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a high school diploma only, 2010-2014","Percent of adults completing some college or associate's degree, 2010-2014","Percent of adults with a bachelor's degree or higher, 2010-2014",Economic_typology_2015,POP_ESTIMATE_2014,R_birth_2014,R_death_2014,R_INTERNATIONAL_MIG_2014,R_DOMESTIC_MIG_2014,Civilian_labor_force_2014,Unemployment_rate_2014,Median_Household_Income_2014,PCTPOVALL_2014
3086,WI,6.0,5.0,0.3,0.075,0.047,0.396,0.1,0.077,0.44299999999999995,0.157,0.094,0.45799999999999996,0.231,0.126,0.4541100543478261,0.2905570652173913,0.15139266304347823,0.0,41552,0.010757346039999999,0.010468558227000001,0.0006257069284999999,-0.000120328255,21327.0,0.059000000000000004,47841.0,0.11199999999999999
276,CO,6.0,6.0,0.303,0.109,0.071,0.32799999999999996,0.151,0.12,0.306,0.257,0.13,0.307,0.29600000000000004,0.154,0.27394957983193285,0.3955182072829132,0.15526210484193678,0.0,18430,0.01109157311,0.013418098201,0.0005951575815,-0.0032463140810000003,8008.0,0.076,33043.0,0.26
453,GA,7.0,9.0,0.188,0.042,0.045,0.262,0.069,0.07400000000000001,0.325,0.145,0.083,0.354,0.185,0.094,0.4278275359300146,0.27202666111226825,0.08977296396584045,3.0,14862,0.014147780609000002,0.010258817218999999,6.70510929e-05,-0.011063430329999999,6397.0,0.081,35235.0,0.248
2176,OK,5.0,8.0,0.261,0.09300000000000001,0.054000000000000006,0.318,0.138,0.09300000000000001,0.313,0.22699999999999998,0.10300000000000001,0.365,0.268,0.129,0.36553318135764956,0.32266337386018235,0.15647163120567373,4.0,44619,0.012541777980999999,0.012742982976,0.0002012049944,-0.005298398185,17155.0,0.062,39900.0,0.217
1461,MS,4.0,5.0,0.262,0.11,0.099,0.29100000000000004,0.14800000000000002,0.157,0.24,0.24600000000000002,0.191,0.265,0.297,0.20800000000000002,0.29520434087131076,0.30382962707398925,0.25236019195182385,4.0,47966,0.012946799667,0.010577722361000002,0.0007273482959000001,-0.009019118869,20968.0,0.077,40397.0,0.217
1919,NC,2.0,2.0,0.247,0.098,0.087,0.317,0.147,0.152,0.312,0.255,0.195,0.292,0.299,0.24100000000000002,0.2694434668945755,0.33231109547031323,0.2826780956211352,0.0,110939,0.0098573587543,0.012271776275999999,0.0008532152145000001,0.014486505131,49439.0,0.05,47286.0,0.129
2017,ND,3.0,2.0,0.247,0.084,0.064,0.332,0.12300000000000001,0.08900000000000001,0.322,0.263,0.099,0.32,0.353,0.11199999999999999,0.2914438502673797,0.3854723707664885,0.17424242424242425,4.0,4466,0.020625490415999998,0.009191794641900002,0.0006725703395999999,-0.011882076,1305.0,0.047,33950.0,0.336
830,IA,5.0,8.0,0.386,0.096,0.071,0.45899999999999996,0.133,0.095,0.439,0.22899999999999998,0.107,0.42700000000000005,0.28300000000000003,0.125,0.4251741532548643,0.32924973977099853,0.1553366962927376,3.0,35210,0.01204665599,0.012075001063,0.0003684859479,-0.0037415496250000004,17728.0,0.057999999999999996,44719.0,0.177
698,IN,6.0,3.0,0.361,0.064,0.055,0.45399999999999996,0.081,0.081,0.475,0.151,0.09699999999999999,0.475,0.201,0.115,0.48302469135802467,0.2602880658436214,0.14483310470964794,3.0,26511,0.0138427989,0.0097847729212,0.0013273916754,0.0050061628899,14186.0,0.049,50258.0,0.131
624,IL,8.0,6.0,0.281,0.079,0.044000000000000004,0.313,0.138,0.079,0.32799999999999996,0.242,0.091,0.278,0.276,0.11699999999999999,0.31986130675046054,0.35930219958825454,0.15808863365478384,4.0,12783,0.007962218492599999,0.0096795597362,7.806096559999999e-05,-0.002966316693,4173.0,0.095,45773.0,0.159
2170,OK,1.0,1.0,0.327,0.149,0.131,0.348,0.19699999999999998,0.192,0.261,0.304,0.226,0.26,0.311,0.254,0.2520294211384756,0.3073200809060477,0.3017853906674749,2.0,766845,0.016460835086,0.0090966044684,0.0031600390342,0.004327651129599999,369425.0,0.042,48226.0,0.179
2917,VA,2.0,2.0,0.21600000000000003,0.10300000000000001,0.128,0.251,0.15,0.187,0.25,0.22699999999999998,0.217,0.27699999999999997,0.251,0.252,0.2557979964320022,0.29458853666346463,0.3227436988243905,0.0,78627,0.014111528239,0.0094714231993,0.0043469115894,-0.004346911588999999,36135.0,0.064,40065.0,0.25
1361,MN,1.0,1.0,0.363,0.12,0.14300000000000002,0.379,0.17,0.223,0.298,0.264,0.28800000000000003,0.253,0.28,0.34299999999999997,0.22583420696378909,0.2756267380841211,0.39770888577612157,0.0,533634,0.014917725512999998,0.0074899452759,0.0073034501597,-0.00368092381,278291.0,0.04,55070.0,0.165
28,AL,6.0,6.0,0.218,0.047,0.038,0.29600000000000004,0.067,0.073,0.317,0.16399999999999998,0.085,0.35,0.21899999999999997,0.092,0.38064516129032255,0.2421449518223712,0.13816506074570592,0.0,16842,0.011751090536999999,0.012463277842,-5.9348942e-05,0.0002967447105,6351.0,0.079,35664.0,0.20600000000000002
971,KS,9.0,10.0,0.302,0.11,0.085,0.37,0.16399999999999998,0.092,0.355,0.254,0.121,0.376,0.326,0.14,0.327710843373494,0.3508433734939759,0.23180722891566266,1.0,2916,0.0098589155193,0.015638279789,0.00033996260409999997,-0.01257861635,1490.0,0.031,46859.0,0.099
1573,MO,9.0,10.0,0.312,0.07,0.036000000000000004,0.39899999999999997,0.084,0.063,0.446,0.14400000000000002,0.068,0.44799999999999995,0.193,0.084,0.4689090506749281,0.23943350298738658,0.11750387253817214,3.0,6474,0.012332357022,0.013411438260999999,0.0043163249576,-0.0077077231389999995,2745.0,0.066,36642.0,0.177
1378,MN,3.0,2.0,0.331,0.096,0.053,0.406,0.134,0.1,0.413,0.22699999999999998,0.124,0.375,0.312,0.16899999999999998,0.39432427068862863,0.3257921545280148,0.20672091023351197,3.0,21314,0.01099775365,0.0082834144515,0.0005615874204,-0.008564208162,11765.0,0.04,58752.0,0.073
1613,MT,9.0,10.0,0.315,0.092,0.091,0.36700000000000005,0.165,0.132,0.36200000000000004,0.23199999999999998,0.14400000000000002,0.37200000000000005,0.27399999999999997,0.187,0.40040650406504064,0.3224932249322493,0.1842818428184282,5.0,1865,0.0084521922874,0.011621764395,0.0021130480718,-0.03328050713,913.0,0.043,36903.0,0.18
928,KS,9.0,12.0,0.35600000000000004,0.11,0.107,0.41200000000000003,0.172,0.10300000000000001,0.36700000000000005,0.257,0.159,0.387,0.305,0.175,0.3686635944700461,0.37685611879160275,0.18484383000512028,1.0,2793,0.012547051443,0.0089621796021,0.0017924359204,-0.0035848718410000004,1737.0,0.023,49852.0,0.09699999999999999
1358,MN,6.0,6.0,0.262,0.08900000000000001,0.066,0.355,0.122,0.092,0.379,0.22699999999999998,0.099,0.36,0.276,0.139,0.34927783817362945,0.3256716881503339,0.17999689392762852,1.0,9301,0.013233632794000002,0.010866641562,0.0005379525526,-0.000753133574,4798.0,0.038,47164.0,0.122
720,IN,6.0,6.0,0.379,0.05,0.044000000000000004,0.45299999999999996,0.078,0.069,0.44799999999999995,0.159,0.08199999999999999,0.495,0.192,0.099,0.4812899518781872,0.2592832004596711,0.1016303957480428,3.0,21147,0.014238231065,0.011739468659000002,0.00047146460479999996,-0.008580655807000001,10104.0,0.057999999999999996,38663.0,0.19899999999999998
464,GA,3.0,2.0,0.138,0.033,0.039,0.33,0.068,0.063,0.429,0.155,0.052000000000000005,0.41600000000000004,0.268,0.057999999999999996,0.38402474138850384,0.3204649674736057,0.13863709075397251,0.0,17176,0.015974440895,0.0049106614602,0.0028399006035,0.017690214176,6696.0,0.073,43193.0,0.21899999999999997
2649,TX,6.0,6.0,0.16,0.040999999999999995,0.055,0.23399999999999999,0.071,0.081,0.32299999999999995,0.15,0.084,0.36700000000000005,0.205,0.114,0.4190267105744603,0.2384924990852543,0.1530918404683498,1.0,19692,0.009889129603700001,0.012743723715999999,0.0005097489486,0.010755702816,8974.0,0.039,47041.0,0.138
1423,MS,3.0,2.0,0.27899999999999997,0.067,0.05,0.32899999999999996,0.15,0.13699999999999998,0.285,0.239,0.209,0.27,0.292,0.268,0.24086662153012864,0.32322274881516594,0.34082599864590385,0.0,59935,0.013062653604000002,0.005891660775,0.000235666431,0.010335656331,27800.0,0.051,51389.0,0.142
2828,VA,8.0,4.0,0.149,0.049,0.048,0.245,0.077,0.07200000000000001,0.307,0.158,0.11199999999999999,0.336,0.184,0.11800000000000001,0.3397858923595835,0.2642616219387007,0.16395365889426608,0.0,9839,0.010666937573,0.008736729821699998,-0.00010158988199999999,-0.002539747041,4512.0,0.061,41409.0,0.19
1348,MN,6.0,4.0,0.247,0.077,0.054000000000000006,0.364,0.099,0.08199999999999999,0.41100000000000003,0.177,0.09,0.387,0.28300000000000003,0.126,0.39095920617420066,0.33684674751929433,0.1639691289966924,0.0,32844,0.011931939245,0.009040270295,0.000700088272,-0.003804827565,17451.0,0.062,50685.0,0.11800000000000001
2177,OK,7.0,8.0,0.24,0.11,0.106,0.29,0.145,0.153,0.29,0.223,0.18,0.317,0.247,0.218,0.3311288389203489,0.26383664696399783,0.27086347290538587,0.0,38174,0.014568894362,0.01134591953,0.0008647005647,-0.002856132168,17753.0,0.043,41423.0,0.17300000000000001
1430,MS,5.0,8.0,0.263,0.10400000000000001,0.10800000000000001,0.293,0.135,0.151,0.27699999999999997,0.22699999999999998,0.18600000000000003,0.298,0.252,0.205,0.29357442185317395,0.3195974959904807,0.2137720523565627,0.0,59750,0.013596113485,0.0097497345162,0.0015385515875,-0.0062712700579999996,25299.0,0.08800000000000001,39937.0,0.23600000000000002
1045,KY,9.0,10.0,0.124,0.038,0.031,0.255,0.057,0.067,0.278,0.111,0.067,0.32899999999999996,0.179,0.077,0.36855182205395176,0.2639020350212967,0.11914339801230475,2.0,23365,0.011475864422999998,0.012926345427999999,0.0002133060302,-0.0046074102510000004,7246.0,0.124,28574.0,0.301
949,KS,7.0,11.0,0.364,0.155,0.106,0.39299999999999996,0.17600000000000002,0.151,0.311,0.318,0.195,0.27699999999999997,0.375,0.21,0.26762996701743363,0.37820009423590384,0.24407099104758917,2.0,9770,0.012466789290999999,0.010423053342000001,0.0005109339873,-0.007153075822999999,5508.0,0.033,54701.0,0.10300000000000001
2333,SC,8.0,6.0,0.14800000000000002,0.048,0.038,0.23800000000000002,0.08900000000000001,0.09300000000000001,0.332,0.122,0.071,0.305,0.196,0.16,0.3159272183449651,0.2883848454636092,0.17734297108673974,4.0,9861,0.005866289066499999,0.011024577728,-0.000303428745,0.0014160008091,3477.0,0.078,38694.0,0.24600000000000002
361,FL,1.0,1.0,0.304,0.09,0.085,0.353,0.163,0.14400000000000002,0.292,0.271,0.23600000000000002,0.245,0.29600000000000004,0.331,0.21481287916775546,0.3091537011010432,0.4139399546587754,5.0,218043,0.0096965444659,0.0081108577443,0.0008279249254999999,0.034567035023,110919.0,0.047,66560.0,0.08199999999999999
1471,MO,9.0,10.0,0.34600000000000003,0.138,0.087,0.419,0.13,0.11800000000000001,0.41,0.215,0.142,0.392,0.242,0.166,0.4313578394598649,0.2443110777694424,0.21380345086271568,1.0,5371,0.0092661230541,0.010748702742999999,0.0001853224611,-0.007783543365,2877.0,0.054000000000000006,45997.0,0.122
2701,TX,7.0,8.0,0.24100000000000002,0.081,0.055,0.25,0.109,0.087,0.23199999999999998,0.153,0.069,0.249,0.138,0.08,0.2831790963527491,0.23516603157321722,0.1060424605334785,2.0,14391,0.014396067415999999,0.0072331460674,0.0030196629213,0.010393258427,5758.0,0.04,39006.0,0.248
1079,KY,8.0,4.0,0.184,0.052000000000000005,0.034,0.268,0.073,0.066,0.321,0.109,0.077,0.364,0.158,0.087,0.3413212435233161,0.22215025906735753,0.14896373056994816,4.0,2188,0.0068150840527,0.010904134484000001,0.0,-0.007723761926,809.0,0.078,37281.0,0.23
1918,NC,2.0,2.0,0.24100000000000002,0.063,0.052000000000000005,0.299,0.125,0.092,0.324,0.228,0.128,0.32,0.297,0.16,0.2884443322856684,0.33896166464016153,0.23769758425290785,5.0,59380,0.0092151898734,0.012202531645999999,-3.3755274e-05,0.007172995780599999,27264.0,0.057999999999999996,42812.0,0.152
3031,WI,8.0,6.0,0.33899999999999997,0.092,0.047,0.401,0.145,0.136,0.36,0.243,0.183,0.342,0.312,0.21600000000000003,0.31204745703568,0.34327837389863036,0.2829102329233185,5.0,14964,0.0084458336104,0.0099088914012,0.0005320210148,-0.008911351997999998,7552.0,0.096,44395.0,0.136
2269,PA,3.0,2.0,0.40399999999999997,0.073,0.07400000000000001,0.436,0.11699999999999999,0.10300000000000001,0.41100000000000003,0.21100000000000002,0.12300000000000001,0.419,0.23600000000000002,0.151,0.4174062624650977,0.2663168129238133,0.19359543278819302,0.0,116503,0.010822399451,0.010539404854,0.0006688963211,-0.00210959609,61493.0,0.062,45211.0,0.16
275,CO,6.0,3.0,0.319,0.1,0.08199999999999999,0.387,0.142,0.124,0.325,0.233,0.11699999999999999,0.31,0.27,0.135,0.31385329209014584,0.3389858594785683,0.13914052143172775,3.0,28246,0.015270953374000001,0.008271766411,0.0032167980486999996,-0.01300858991,14878.0,0.046,47631.0,0.134
2474,TN,2.0,2.0,0.289,0.09699999999999999,0.091,0.37200000000000005,0.141,0.145,0.33,0.284,0.165,0.305,0.34600000000000003,0.193,0.30901412552788704,0.3610474006116208,0.24010666957914661,0.0,189795,0.017632134177000002,0.0060572069546000005,0.0043853323719,0.011414683652000001,77449.0,0.066,50935.0,0.139
104,AR,7.0,9.0,0.235,0.047,0.043,0.322,0.063,0.08,0.34600000000000003,0.11800000000000001,0.098,0.368,0.179,0.11900000000000001,0.4301465819172396,0.2517836295239331,0.11194707484758076,0.0,11061,0.011528415743,0.013689993695,-0.000360262992,-0.004773484644,4117.0,0.085,32734.0,0.27399999999999997
2823,VA,8.0,7.0,0.179,0.051,0.040999999999999995,0.221,0.071,0.067,0.317,0.14,0.065,0.348,0.18100000000000002,0.10300000000000001,0.357367135713455,0.25886731015234327,0.15350622165368064,0.0,12186,0.011033919085000002,0.011033919085000002,0.0011442582754,-0.009726195341,5291.0,0.068,36339.0,0.207
2691,TX,7.0,9.0,0.289,0.10300000000000001,0.069,0.29,0.132,0.095,0.266,0.203,0.08900000000000001,0.254,0.21899999999999997,0.134,0.27117250452228253,0.2213451734912021,0.15753987830948854,1.0,9881,0.016240480153,0.004034901901399999,0.0033287940687,-0.02360417612,5127.0,0.03,41813.0,0.146
1366,MN,6.0,6.0,0.29100000000000004,0.086,0.057,0.39,0.129,0.076,0.37200000000000005,0.218,0.10800000000000001,0.35700000000000004,0.305,0.154,0.41206949100883883,0.30966168850960074,0.1795184395001524,1.0,9516,0.012084909625999998,0.011349306431,0.00010508617070000001,-0.001471206389,5687.0,0.025,55352.0,0.096
374,GA,7.0,9.0,0.209,0.035,0.028999999999999998,0.275,0.076,0.065,0.344,0.145,0.08199999999999999,0.37200000000000005,0.217,0.084,0.42553714941774645,0.2017385599475152,0.12916188289322614,0.0,18477,0.013631673274,0.010590343779,0.0002172378211,0.0040188996904000004,8666.0,0.08800000000000001,36642.0,0.249
1853,NY,1.0,1.0,0.322,0.092,0.102,0.33899999999999997,0.13699999999999998,0.155,0.298,0.20800000000000002,0.20600000000000002,0.27699999999999997,0.223,0.243,0.272843665093844,0.22897392083181142,0.3019419273165777,0.0,2322450,0.013032148402000001,0.006367976691799999,0.013032148402000001,-0.01178769692,1164121.0,0.063,56866.0,0.154
1482,MO,3.0,2.0,0.29,0.08199999999999999,0.069,0.358,0.121,0.11699999999999999,0.36200000000000004,0.2,0.139,0.371,0.253,0.165,0.3794885653481066,0.2746005472418336,0.21295139006181807,4.0,44743,0.011810582460999999,0.0077317854822,0.0015239461240000001,0.0002241097241,21823.0,0.055999999999999994,49384.0,0.142
647,IL,1.0,1.0,0.322,0.047,0.05,0.426,0.091,0.081,0.387,0.23399999999999999,0.13699999999999998,0.326,0.342,0.204,0.3473108084812963,0.32524564730218924,0.2621099810377521,0.0,33695,0.0093676118537,0.0086836274962,5.94769007e-05,0.0016058763177999999,17925.0,0.053,73684.0,0.051
1169,ME,7.0,11.0,0.349,0.11699999999999999,0.087,0.39899999999999997,0.162,0.154,0.387,0.223,0.198,0.364,0.248,0.262,0.35536243600107786,0.27128806251684184,0.3065548369711668,5.0,39798,0.009643347223400002,0.010423879244,0.0009819596389,0.0042048015308000005,20653.0,0.051,50002.0,0.139
1987,ND,9.0,10.0,0.207,0.086,0.051,0.311,0.198,0.073,0.319,0.285,0.10099999999999999,0.322,0.29,0.163,0.3579442634817227,0.36228736880202683,0.19326818675352878,2.0,4428,0.016515468714,0.0039544080019,0.0055826936497,0.040241916725,4308.0,0.013000000000000001,72018.0,0.095
1864,NY,1.0,1.0,0.364,0.106,0.12,0.396,0.163,0.17800000000000002,0.32899999999999996,0.263,0.23,0.313,0.27399999999999997,0.275,0.29674034299361307,0.2657994280821111,0.3351228680739408,5.0,1502342,0.010367333083,0.0080442517049,0.0035451952487000004,-0.005296492413,767529.0,0.054000000000000006,85886.0,0.077
2798,VT,9.0,8.0,0.314,0.13699999999999998,0.078,0.364,0.153,0.174,0.387,0.198,0.21899999999999997,0.374,0.228,0.239,0.33870812011200147,0.261031186637057,0.3164526407260789,5.0,28868,0.0096984811486,0.008278346409,0.0002770994614,-0.00207824596,15932.0,0.038,53025.0,0.128
1103,LA,6.0,6.0,0.179,0.044000000000000004,0.040999999999999995,0.251,0.073,0.065,0.319,0.11199999999999999,0.07400000000000001,0.37,0.145,0.083,0.4001143388001572,0.21334905491835496,0.09343623825347484,0.0,41145,0.013974477170000001,0.011354262701,0.0007763598428,-0.0065990586640000005,16183.0,0.073,34022.0,0.255
204,CA,1.0,1.0,0.36700000000000005,0.16399999999999998,0.1,0.36200000000000004,0.245,0.16699999999999998,0.26,0.365,0.22699999999999998,0.213,0.389,0.303,0.19775705309545233,0.38521947223354425,0.35684566927227307,5.0,371105,0.010019472521000002,0.008241605609,0.0017426347933000002,0.0069732493363,176501.0,0.063,75689.0,0.083
1674,NE,9.0,12.0,0.38299999999999995,0.129,0.053,0.39899999999999997,0.196,0.10400000000000001,0.364,0.261,0.139,0.40299999999999997,0.307,0.142,0.35526315789473684,0.36578947368421055,0.21973684210526317,1.0,1912,0.009955462405,0.010479434111,0.0,0.004715745349800001,1195.0,0.027999999999999997,38645.0,0.156
832,IA,8.0,7.0,0.42100000000000004,0.11800000000000001,0.071,0.455,0.141,0.085,0.449,0.222,0.092,0.41,0.26,0.127,0.39314225886664045,0.2959036775291192,0.14160450202853034,3.0,11179,0.012104490232,0.008633349650700001,0.0021360865115,-0.015842641629999998,5931.0,0.045,50924.0,0.111
2763,UT,3.0,2.0,0.306,0.20600000000000002,0.22899999999999998,0.32,0.253,0.271,0.251,0.341,0.3,0.22699999999999998,0.359,0.319,0.2181939501779359,0.348292499315631,0.35862647139337533,3.0,118340,0.020117479288,0.0041847752275000006,0.0031237267418,-0.010389786770000001,59040.0,0.032,51735.0,0.142
2459,TN,9.0,9.0,0.14400000000000002,0.04,0.035,0.2,0.071,0.061,0.3,0.145,0.05,0.353,0.153,0.054000000000000006,0.44032994032994033,0.1934011934011934,0.0816075816075816,4.0,7664,0.008323579139,0.011965145012,0.000130055924,-0.0026011184809999997,2108.0,0.092,28524.0,0.419
1882,NC,7.0,11.0,0.14,0.048,0.052000000000000005,0.22899999999999998,0.085,0.065,0.33,0.138,0.08,0.36700000000000005,0.183,0.08800000000000001,0.3810391363022942,0.25681511470985163,0.1111336032388664,3.0,20406,0.0081796586095,0.012538877868,0.00019591996670000004,0.0037224793672000003,8507.0,0.079,31217.0,0.27699999999999997
2147,OK,7.0,9.0,0.22699999999999998,0.054000000000000006,0.048,0.304,0.085,0.08,0.331,0.17800000000000002,0.077,0.391,0.221,0.09699999999999999,0.38334366604670395,0.28662946889853275,0.11056003306468279,1.0,13808,0.010165184244000001,0.012779088764000001,0.00021782537670000002,0.0074060628063,5642.0,0.07,34837.0,0.23399999999999999
955,KS,9.0,10.0,0.381,0.105,0.067,0.423,0.141,0.106,0.409,0.221,0.11,0.415,0.303,0.154,0.36169059875372533,0.34353833649417503,0.21647250067732327,0.0,5171,0.012367149758,0.012173913043,0.000193236715,-0.00193236715,2854.0,0.036000000000000004,48383.0,0.12
2412,TN,2.0,2.0,0.292,0.11,0.145,0.321,0.11900000000000001,0.182,0.318,0.22,0.18600000000000003,0.32899999999999996,0.252,0.20800000000000002,0.3428474729241877,0.2802722623345367,0.2358980144404332,3.0,75382,0.010144206862,0.012411735455000001,0.0007425824631,0.0012332173048000001,33186.0,0.067,46689.0,0.156
1077,KY,6.0,6.0,0.151,0.034,0.034,0.23600000000000002,0.049,0.055,0.35,0.098,0.053,0.365,0.131,0.065,0.39906943450250537,0.20126461465044143,0.13552851348126935,0.0,12385,0.012707093453,0.011420299180000001,0.0,-0.008927135273999999,4971.0,0.085,32783.0,0.267
3077,WI,4.0,5.0,0.32799999999999996,0.09699999999999999,0.11199999999999999,0.37799999999999995,0.134,0.175,0.402,0.204,0.191,0.37200000000000005,0.258,0.23399999999999999,0.3426657041014303,0.2942065604836891,0.2833100212065154,0.0,70500,0.0099094820559,0.0073435074463,0.0008222460075,-0.003912756863,39352.0,0.055999999999999994,52075.0,0.154
180,CA,1.0,1.0,0.33899999999999997,0.168,0.172,0.32299999999999995,0.239,0.255,0.226,0.32299999999999995,0.316,0.198,0.321,0.35,0.1886762692941767,0.30630388448318896,0.3944364742575154,0.0,1111710,0.011045134031,0.00694397575,0.004325829642,0.0061322598632,542777.0,0.062,80338.0,0.105
2437,TN,6.0,5.0,0.266,0.07200000000000001,0.08,0.319,0.092,0.10099999999999999,0.322,0.182,0.131,0.355,0.23,0.153,0.3698600568406663,0.2523653631686873,0.18689067165521453,0.0,41378,0.009390580376599999,0.011496200202999999,0.00036303790119999996,0.0054455685174,19705.0,0.061,43851.0,0.165
32,AL,3.0,2.0,0.16899999999999998,0.039,0.05,0.23800000000000002,0.077,0.067,0.31,0.145,0.08900000000000001,0.359,0.212,0.081,0.4076611346970281,0.24700887688151288,0.1398108838286376,0.0,15131,0.012217952508,0.011889512924000001,0.00032843958350000003,-0.01261208001,6035.0,0.099,33315.0,0.281
1646,NE,7.0,11.0,0.40700000000000003,0.115,0.07200000000000001,0.456,0.179,0.126,0.456,0.255,0.13,0.375,0.353,0.153,0.362714614032716,0.3974584290928755,0.1551980532648371,0.0,11334,0.013337455284,0.0083911142516,0.0006182926291,-0.0033564457010000002,5753.0,0.031,55465.0,0.114
2122,OK,6.0,5.0,0.221,0.095,0.092,0.281,0.14300000000000002,0.126,0.285,0.21899999999999997,0.16899999999999998,0.318,0.252,0.179,0.34408790285894253,0.28827378661161074,0.20673968576127655,0.0,44403,0.012625064932000002,0.011134449037000001,0.0006097974117,0.0036587844705,17847.0,0.048,38187.0,0.191
1238,MI,7.0,8.0,0.35100000000000003,0.085,0.064,0.455,0.135,0.10400000000000001,0.428,0.22699999999999998,0.13,0.444,0.27699999999999997,0.16699999999999998,0.4067464520228765,0.31005083668714256,0.21425545435289134,0.0,25947,0.010656920265,0.011464845629000001,-7.6945273e-05,-0.002346830817,12914.0,0.068,45174.0,0.14400000000000002
3068,WI,1.0,1.0,0.33799999999999997,0.10400000000000001,0.10300000000000001,0.374,0.155,0.157,0.315,0.255,0.193,0.294,0.272,0.23600000000000002,0.2862043513180443,0.2897567462988434,0.2867392428277389,0.0,957913,0.014476824602000001,0.0084085256937,0.0029584393057999997,-0.008303053625000001,479375.0,0.069,42946.0,0.22
441,GA,6.0,5.0,0.18600000000000003,0.068,0.069,0.24600000000000002,0.096,0.09300000000000001,0.299,0.171,0.12,0.337,0.213,0.158,0.3471504364196473,0.2674995721376005,0.16498374122882078,3.0,43753,0.011096688224000001,0.008891135285399998,0.000206770588,0.0077653843061000006,18970.0,0.069,40994.0,0.153
2250,PA,2.0,2.0,0.386,0.065,0.08,0.439,0.11699999999999999,0.14300000000000002,0.395,0.195,0.18600000000000003,0.374,0.225,0.235,0.35123401596518256,0.25434410247018646,0.2817714673532485,4.0,272078,0.012723943429,0.0087525419362,0.0040965429668,-0.004696485917,139233.0,0.054000000000000006,52967.0,0.134
1009,KY,3.0,2.0,0.147,0.027999999999999997,0.022000000000000002,0.24600000000000002,0.055999999999999994,0.053,0.32,0.113,0.054000000000000006,0.401,0.16699999999999998,0.049,0.45482317001527434,0.22700035248501935,0.11608506638467865,4.0,12031,0.0085427552459,0.010865057643,8.29393713e-05,-0.001078211827,4781.0,0.084,38544.0,0.19899999999999998
482,GA,3.0,2.0,0.127,0.039,0.033,0.261,0.07,0.095,0.36700000000000005,0.12300000000000001,0.128,0.374,0.19,0.156,0.3769633507853403,0.2605196819856505,0.18179173938336246,1.0,14680,0.011306403536,0.010004454037999998,0.0006852365779000001,0.0081543152773,6656.0,0.065,46840.0,0.158
2302,SC,2.0,2.0,0.24100000000000002,0.09300000000000001,0.099,0.292,0.124,0.133,0.319,0.21600000000000003,0.172,0.318,0.26,0.19899999999999998,0.31505611948307466,0.29393194115279697,0.2479094933595672,0.0,164537,0.011113173614,0.010583685058,0.0007485872698,0.0014119694843999998,72754.0,0.065,48537.0,0.166
2343,SC,3.0,2.0,0.24,0.08900000000000001,0.095,0.293,0.136,0.115,0.282,0.266,0.15,0.29600000000000004,0.28800000000000003,0.158,0.2992795952978011,0.3253272260795199,0.18898665004565945,0.0,107940,0.013677508970999999,0.0095751823128,0.0014816529691,-0.006222942469999999,44285.0,0.073,37906.0,0.23199999999999998
519,GA,2.0,2.0,0.22899999999999998,0.055999999999999994,0.048,0.299,0.087,0.06,0.33299999999999996,0.166,0.084,0.35,0.217,0.102,0.36845452618189534,0.2839304642781429,0.14341742633029464,3.0,68261,0.010896628489,0.010999150532,0.0001611060664,0.0002782741146,29397.0,0.07200000000000001,39078.0,0.2
770,IN,1.0,1.0,0.306,0.059000000000000004,0.038,0.391,0.069,0.06,0.42100000000000004,0.172,0.068,0.441,0.20800000000000002,0.102,0.45268987341772143,0.2344409282700422,0.12220464135021097,3.0,27904,0.012276104670000001,0.010086507053,0.00043074051469999995,0.0007179008579,13321.0,0.066,43573.0,0.162
2436,TN,9.0,10.0,0.11800000000000001,0.034,0.035,0.23399999999999999,0.036000000000000004,0.065,0.29100000000000004,0.091,0.066,0.371,0.11800000000000001,0.083,0.43154053625257816,0.18403934634301128,0.10249087735998731,0.0,17862,0.010391641991000001,0.013743784569,-5.5869043e-05,-5.5869043e-05,7060.0,0.084,30299.0,0.281
1212,MA,7.0,11.0,0.41700000000000004,0.121,0.125,0.462,0.17,0.187,0.27,0.294,0.32899999999999996,0.278,0.254,0.384,0.22822623473181097,0.25809877854487523,0.4571163037705789,5.0,10821,0.011972687307000001,0.0049574408381000004,0.006921709849400001,0.0095407351978,6933.0,0.062,82596.0,0.071
2639,TX,4.0,3.0,0.239,0.134,0.107,0.29,0.183,0.168,0.29100000000000004,0.266,0.20199999999999999,0.292,0.287,0.233,0.2863679482171753,0.3122035600691926,0.28335472350873275,5.0,50512,0.0099610522856,0.013527109004,0.0007371178691,0.014124772140999999,21430.0,0.044000000000000004,44113.0,0.17600000000000002
