,State,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a high school diploma only, 2010-2014","Percent of adults completing some college or associate's degree, 2010-2014","Percent of adults with a bachelor's degree or higher, 2010-2014",Economic_typology_2015,POP_ESTIMATE_2014,R_birth_2014,R_death_2014,R_INTERNATIONAL_MIG_2014,R_DOMESTIC_MIG_2014,Civilian_labor_force_2014,Unemployment_rate_2014,Median_Household_Income_2014,PCTPOVALL_2014
1380,MN,6.0,4.0,0.314,0.106,0.081,0.413,0.154,0.11599999999999999,0.382,0.258,0.136,0.385,0.301,0.162,0.3599427106889794,0.3593396653098146,0.19945725915875173,3.0,18965,0.010884425280999999,0.007729519402699999,0.00026290882320000004,-0.009149227048000001,9703.0,0.048,54183.0,0.10099999999999999
160,AR,6.0,3.0,0.188,0.055999999999999994,0.062,0.28300000000000003,0.08800000000000001,0.08,0.289,0.177,0.085,0.32799999999999996,0.228,0.096,0.3727509155564992,0.28262831059922516,0.1177219892787007,4.0,26977,0.013449527424000001,0.010096357572999998,0.0009948965492,-0.01606573687,8897.0,0.08800000000000001,30489.0,0.33399999999999996
1936,NC,6.0,6.0,0.188,0.06,0.048,0.25,0.102,0.071,0.295,0.18,0.078,0.321,0.221,0.1,0.28772593526691886,0.3083228247162673,0.14890710382513658,3.0,27410,0.010629584462999999,0.0093190877487,0.0002548188056,-0.005205584172,11467.0,0.064,38530.0,0.21100000000000002
2609,TX,7.0,11.0,0.389,0.149,0.11199999999999999,0.35600000000000004,0.192,0.182,0.364,0.284,0.19699999999999998,0.33899999999999997,0.258,0.17600000000000002,0.36140121845082684,0.2206266318537859,0.21366405570060926,1.0,6119,0.011658456485999998,0.0049261083744,0.0022988505746999997,0.0008210180624,2901.0,0.025,64182.0,0.105
2812,VA,8.0,7.0,0.24100000000000002,0.06,0.039,0.294,0.094,0.08800000000000001,0.373,0.17300000000000001,0.128,0.391,0.23800000000000002,0.111,0.41795580110497244,0.25883977900552485,0.1977900552486188,5.0,4549,0.007216269407400001,0.011371091187,0.0006560244916,-0.007434944238,2600.0,0.045,43852.0,0.115
2295,PA,2.0,2.0,0.318,0.062,0.069,0.409,0.096,0.113,0.41700000000000004,0.172,0.139,0.41600000000000004,0.20800000000000002,0.184,0.41170157268126717,0.24563134862485925,0.22543536987748836,0.0,441177,0.011343275447,0.0085364108923,0.0018735139628,-0.00016350667300000002,230526.0,0.054000000000000006,58471.0,0.102
2985,WV,6.0,6.0,0.249,0.079,0.048,0.337,0.091,0.105,0.354,0.16,0.115,0.413,0.185,0.136,0.433718689788054,0.22593448940269753,0.18192678227360307,5.0,35460,0.010331129546,0.0133911652,0.0006456955965999999,-0.006316587358,15166.0,0.069,36996.0,0.21100000000000002
772,IN,2.0,2.0,0.425,0.085,0.062,0.486,0.115,0.08900000000000001,0.46,0.21,0.121,0.465,0.265,0.14300000000000002,0.41623553256173673,0.3142034241826231,0.16592884953864206,3.0,27827,0.011771058315,0.0093592512599,0.0005399568035,0.0011519078474,13763.0,0.048,51182.0,0.107
1392,MS,7.0,8.0,0.162,0.069,0.08,0.19899999999999998,0.11699999999999999,0.141,0.204,0.193,0.152,0.243,0.221,0.188,0.25573631747225883,0.2774590934737634,0.21426556328756818,0.0,33835,0.014709133517,0.013500567437,8.84316644e-05,-0.005954398737999999,13322.0,0.096,29297.0,0.34
122,AR,6.0,6.0,0.262,0.046,0.042,0.35,0.1,0.061,0.34299999999999997,0.17,0.08800000000000001,0.354,0.247,0.11,0.4060746120831958,0.2996863651370089,0.12619676460878176,0.0,17766,0.011431773605999998,0.012440459512,0.00011207621179999999,-0.007957411040000001,7219.0,0.057,40404.0,0.175
2592,TX,7.0,8.0,0.198,0.078,0.062,0.29,0.13,0.113,0.284,0.231,0.171,0.294,0.278,0.22899999999999998,0.2581482082049619,0.2728501162099346,0.3327928220096211,5.0,25509,0.0092842109404,0.012982159366,0.0010228367985,0.0086941127874,12519.0,0.035,52814.0,0.125
631,IL,7.0,9.0,0.35700000000000004,0.08199999999999999,0.051,0.419,0.12300000000000001,0.078,0.39399999999999996,0.235,0.063,0.418,0.297,0.09699999999999999,0.3456049302627311,0.3353065196237431,0.09260460590334092,2.0,16596,0.010920436817000001,0.01230049202,0.0001200048002,-0.007680307212000001,6356.0,0.076,41759.0,0.18100000000000002
1095,KY,8.0,6.0,0.233,0.037000000000000005,0.032,0.348,0.073,0.052000000000000005,0.38299999999999995,0.16399999999999998,0.06,0.435,0.203,0.071,0.42469028472071296,0.2741795261899588,0.07922190828080852,2.0,13220,0.011728882373,0.011202586369000001,0.0003007405737,-0.01263110409,6288.0,0.055,43024.0,0.17300000000000001
2707,TX,3.0,2.0,0.23800000000000002,0.098,0.054000000000000006,0.28300000000000003,0.155,0.09300000000000001,0.299,0.26,0.107,0.33,0.28300000000000003,0.128,0.3537306149007699,0.32339225680511874,0.13312005205509164,2.0,53270,0.011116318305,0.0094104414659,0.00037491798670000003,-0.00478020433,24204.0,0.049,46427.0,0.166
1916,NC,4.0,5.0,0.19,0.054000000000000006,0.052000000000000005,0.255,0.094,0.078,0.285,0.16899999999999998,0.086,0.331,0.212,0.111,0.3594163739529857,0.2869494731153743,0.1189138070791678,0.0,53019,0.010826457155,0.013100764994000001,0.0005450820442,-0.004642595342,21254.0,0.096,31674.0,0.235
714,IN,1.0,1.0,0.45899999999999996,0.1,0.083,0.47700000000000004,0.14300000000000002,0.14400000000000002,0.39799999999999996,0.261,0.182,0.37200000000000005,0.282,0.231,0.3007421000625139,0.3134666962431185,0.32130109500090753,0.0,156083,0.011341178294,0.0065812418461,0.0019892271723,0.0087965175607,80715.0,0.046,70358.0,0.064
995,KY,7.0,9.0,0.278,0.051,0.044000000000000004,0.33799999999999997,0.081,0.076,0.361,0.17600000000000002,0.08199999999999999,0.41200000000000003,0.21899999999999997,0.1,0.4325163579904625,0.2727071087944993,0.173006543196185,0.0,12744,0.011825514919000002,0.012765290939000001,0.0,-0.0021144960450000003,5449.0,0.065,42640.0,0.182
294,CO,7.0,11.0,0.321,0.09699999999999999,0.083,0.414,0.13,0.115,0.41200000000000003,0.239,0.134,0.33799999999999997,0.301,0.155,0.33806181872480223,0.3653874869344483,0.1859041361803793,1.0,10257,0.013179089179000002,0.007907453507100001,0.0022453263044999996,-0.005174012788999999,4982.0,0.033,46838.0,0.14
951,KS,4.0,5.0,0.35600000000000004,0.14800000000000002,0.099,0.385,0.19699999999999998,0.132,0.319,0.306,0.149,0.306,0.349,0.17300000000000001,0.2862715228731016,0.4004293034205789,0.19706411854313807,0.0,63781,0.011490569135,0.011365501715999999,0.0002501348383,-0.005753101281,31234.0,0.044000000000000004,46533.0,0.158
2612,TX,7.0,11.0,0.358,0.111,0.069,0.34,0.129,0.095,0.348,0.258,0.12300000000000001,0.292,0.32799999999999996,0.179,0.28435643564356433,0.30851485148514857,0.2217821782178218,2.0,4163,0.015210043457000002,0.0055528730082,0.0014485755674,-0.0024142926119999995,2545.0,0.024,66505.0,0.08900000000000001
2115,OH,7.0,9.0,0.41700000000000004,0.08900000000000001,0.042,0.493,0.087,0.087,0.49,0.188,0.087,0.489,0.237,0.098,0.49243740747892134,0.273090043122868,0.12981914140438952,3.0,22327,0.010572097692,0.010750529719999999,4.46080071e-05,-0.007315713171,12356.0,0.044000000000000004,47905.0,0.1
1003,KY,2.0,2.0,0.253,0.079,0.068,0.34299999999999997,0.12,0.096,0.342,0.179,0.13,0.363,0.23199999999999998,0.156,0.3567079317714424,0.27993064236461146,0.19883866284930843,0.0,35710,0.011387061942000001,0.01085416988,0.0003926573083,0.0026644603066,16974.0,0.061,49012.0,0.16
1948,NC,3.0,2.0,0.18,0.09699999999999999,0.106,0.24600000000000002,0.14400000000000002,0.177,0.24600000000000002,0.245,0.21899999999999997,0.252,0.28300000000000003,0.264,0.2514459933729389,0.32925514185440063,0.28817912671803625,4.0,175103,0.012253821807000001,0.0068223052753,0.0016941294978999998,-0.002655662456,87308.0,0.064,41765.0,0.23399999999999999
3087,WI,3.0,2.0,0.364,0.083,0.069,0.444,0.121,0.11199999999999999,0.41600000000000004,0.221,0.138,0.39899999999999997,0.266,0.179,0.372127361526521,0.30978432337611533,0.2253183407160615,3.0,115262,0.010400691642,0.009158169582499999,0.0010252979229,0.0010339868884,61301.0,0.046,55335.0,0.091
1839,NY,2.0,2.0,0.33399999999999996,0.11599999999999999,0.106,0.379,0.14800000000000002,0.154,0.36700000000000005,0.243,0.182,0.332,0.28600000000000003,0.21600000000000003,0.33382380762197045,0.29802619132701325,0.2721501692136296,0.0,72257,0.0091840680588,0.008576400397700001,0.0007319633190000001,-0.005386145177000001,33491.0,0.064,51600.0,0.11800000000000001
125,AR,2.0,2.0,0.259,0.047,0.037000000000000005,0.38299999999999995,0.078,0.073,0.423,0.17300000000000001,0.09300000000000001,0.423,0.239,0.11,0.4181417733909782,0.2855045272860756,0.15311199934741823,0.0,18115,0.0098413224968,0.009564880853700001,0.0005528832863000001,0.0025432631172,8144.0,0.055,46067.0,0.133
542,ID,4.0,5.0,0.344,0.161,0.081,0.376,0.225,0.12,0.342,0.294,0.131,0.311,0.35100000000000003,0.14400000000000002,0.304441313857789,0.3687625120486394,0.17083117075702528,0.0,45204,0.015583612925999999,0.0072399788098,-2.2073106000000004e-05,-0.01249337807,22108.0,0.045,47292.0,0.15
2939,WA,1.0,1.0,0.36700000000000005,0.141,0.09300000000000001,0.4,0.21600000000000003,0.142,0.304,0.366,0.168,0.27,0.387,0.221,0.2585848435496725,0.3878027651685783,0.2654804393776638,0.0,450441,0.012054397034,0.0072765212407,0.0014575431778000001,0.0098871131689,209174.0,0.07,61747.0,0.099
1792,NM,9.0,9.0,0.258,0.063,0.068,0.386,0.122,0.091,0.382,0.21600000000000003,0.11699999999999999,0.369,0.22,0.099,0.3054692355500311,0.30640149160969554,0.15630826600372905,4.0,4547,0.010697522105,0.0076410872176,0.0,-0.020521777100000003,2136.0,0.07200000000000001,34304.0,0.245
442,GA,3.0,2.0,0.188,0.071,0.075,0.245,0.115,0.122,0.3,0.19699999999999998,0.154,0.29600000000000004,0.222,0.187,0.29543965905900965,0.2614476381670168,0.22838282705410998,3.0,190525,0.01301198319,0.0075427187111,0.0015233541296000002,0.0073046946283,90082.0,0.059000000000000004,52238.0,0.168
2578,TX,4.0,3.0,0.21,0.099,0.084,0.265,0.17,0.14800000000000002,0.262,0.248,0.203,0.266,0.256,0.25,0.26625317924233644,0.3053411271250725,0.2561242247110794,4.0,40617,0.012057159869000002,0.007914061724700001,0.0006698422149000001,0.010146869107999999,20098.0,0.042,41914.0,0.218
2209,OR,3.0,2.0,0.336,0.10300000000000001,0.066,0.386,0.18600000000000003,0.109,0.33799999999999997,0.294,0.12,0.31,0.36700000000000005,0.141,0.3175338206595443,0.3960903648331293,0.17308900869910362,0.0,83606,0.010427341207999999,0.013843194362,4.7941798700000005e-05,0.007922382228,32790.0,0.094,37230.0,0.20600000000000002
1321,MN,6.0,6.0,0.345,0.095,0.068,0.387,0.14300000000000002,0.11199999999999999,0.387,0.237,0.12,0.408,0.29,0.138,0.4022508974483361,0.3278354516348113,0.1700785873678083,1.0,14156,0.0093200593095,0.012073713196,7.06065099e-05,0.0024006213373,7398.0,0.052000000000000005,48163.0,0.135
2273,PA,3.0,2.0,0.385,0.077,0.09300000000000001,0.415,0.12300000000000001,0.14,0.40700000000000003,0.19699999999999998,0.17600000000000002,0.387,0.247,0.205,0.371612363649305,0.294384041852768,0.2324946171503817,4.0,167242,0.0087460245343,0.008536789497599999,0.0020803940792,-0.002337454267,79808.0,0.076,59492.0,0.133
2323,SC,2.0,2.0,0.223,0.098,0.102,0.265,0.142,0.155,0.27399999999999997,0.23199999999999998,0.21,0.263,0.26899999999999996,0.262,0.26245272790841645,0.28583617473753764,0.31556105838163445,0.0,482577,0.013087377058,0.008249646944,0.0021742607252,0.010315194633,234914.0,0.053,49659.0,0.147
2367,SD,9.0,10.0,0.225,0.086,0.023,0.266,0.133,0.079,0.29600000000000004,0.172,0.11199999999999999,0.28600000000000003,0.257,0.145,0.3746465598491989,0.27521206409048066,0.18143261074458056,1.0,2948,0.013461214875,0.012788154130999999,0.0,-0.01682651859,1730.0,0.028999999999999998,49251.0,0.11599999999999999
1452,MS,6.0,6.0,0.266,0.08900000000000001,0.063,0.336,0.13699999999999998,0.114,0.289,0.268,0.124,0.302,0.322,0.124,0.3320809495346256,0.3869865938007003,0.13098796003757152,0.0,17892,0.011937634229,0.0088137673277,0.0002789166876,-0.0071402672020000005,6339.0,0.086,41136.0,0.195
215,CA,2.0,2.0,0.342,0.192,0.179,0.302,0.243,0.24600000000000002,0.21100000000000002,0.32299999999999995,0.266,0.19,0.308,0.294,0.17790444535518102,0.3011020329895512,0.31420911931358875,0.0,441228,0.013242527431,0.006858307235800001,0.0037448317675,0.0014359367094,219079.0,0.061,62116.0,0.174
1174,ME,2.0,2.0,0.368,0.11,0.08,0.39899999999999997,0.14400000000000002,0.151,0.353,0.242,0.21600000000000003,0.358,0.272,0.25,0.3172739330576577,0.2990559413279239,0.3227744401966139,3.0,35063,0.0093300616298,0.009957772198099998,0.00037091988130000004,0.00045651677700000006,19047.0,0.046,55630.0,0.105
1894,NC,9.0,12.0,0.187,0.054000000000000006,0.039,0.287,0.087,0.062,0.32899999999999996,0.19,0.08,0.348,0.275,0.11,0.3129902807242588,0.3269524890226454,0.18377818343282842,5.0,27087,0.0077910089541,0.013071171420999998,0.0006646358349,0.0047632234838,11095.0,0.071,34620.0,0.21
2022,ND,9.0,12.0,0.32299999999999995,0.111,0.052000000000000005,0.327,0.196,0.10400000000000001,0.316,0.276,0.127,0.33799999999999997,0.32,0.161,0.33333333333333326,0.40048396854204477,0.1881427707199032,1.0,2298,0.01351645956,0.0091563113146,0.0,-0.005232177893999999,1239.0,0.036000000000000004,51961.0,0.109
1060,KY,3.0,2.0,0.298,0.078,0.14,0.40399999999999997,0.11599999999999999,0.122,0.408,0.225,0.11,0.39899999999999997,0.267,0.113,0.38367818506459406,0.34513181388509606,0.1340195357630501,0.0,29260,0.0090133151246,0.006486855582100001,0.0030727210651999995,-0.007374530557000001,12121.0,0.071,52377.0,0.126
3007,WV,3.0,2.0,0.326,0.063,0.08800000000000001,0.401,0.121,0.132,0.364,0.203,0.184,0.361,0.23800000000000002,0.231,0.3614614908249405,0.26482187673152763,0.2856816922525341,0.0,43185,0.010428296827,0.012983574857,0.0007136362067,-0.009737681143,21025.0,0.055999999999999994,40195.0,0.184
285,CO,7.0,8.0,0.35600000000000004,0.122,0.155,0.349,0.215,0.317,0.23399999999999999,0.335,0.34700000000000003,0.177,0.35100000000000003,0.425,0.1848028329632075,0.293379749114699,0.4871856431186603,5.0,23917,0.0086065055056,0.0034172889507999996,0.0005484537821999999,0.012150360714000002,14454.0,0.042,66846.0,0.084
525,GA,8.0,6.0,0.071,0.048,0.033,0.22399999999999998,0.07400000000000001,0.067,0.335,0.113,0.055,0.33899999999999997,0.183,0.091,0.49190600522193223,0.22088772845953003,0.05953002610966058,3.0,2650,0.0063456513624,0.0048525569242,0.0003732736096,-0.02687569989,1015.0,0.086,33893.0,0.228
388,GA,2.0,2.0,0.14,0.04,0.042,0.303,0.07200000000000001,0.044000000000000004,0.373,0.19399999999999998,0.11800000000000001,0.32799999999999996,0.268,0.193,0.2692930383162439,0.29931805916695287,0.3236520629936712,0.0,33921,0.015474291507,0.0064997987448000005,0.0022958004741,0.010673981425,15547.0,0.064,66556.0,0.11900000000000001
948,KS,3.0,2.0,0.391,0.1,0.08199999999999999,0.465,0.122,0.14,0.44,0.222,0.156,0.374,0.29100000000000004,0.22699999999999998,0.3124464744504711,0.3243648301455895,0.3219383385669426,0.0,22849,0.016053482286,0.0073010357795,0.0016713214434999999,-0.000307875003,12047.0,0.039,65373.0,0.1
1819,NY,4.0,3.0,0.348,0.10800000000000001,0.075,0.39399999999999996,0.146,0.11800000000000001,0.36200000000000004,0.24,0.142,0.365,0.278,0.16899999999999998,0.35402171504542435,0.3154221138931974,0.2106580988256149,0.0,131773,0.010152437642999999,0.010092006466000001,0.0018204891904,-0.010771857199999998,57894.0,0.068,41757.0,0.193
1908,NC,2.0,2.0,0.245,0.09300000000000001,0.11800000000000001,0.294,0.15,0.183,0.29,0.245,0.24100000000000002,0.27,0.264,0.287,0.2612590891209725,0.2854629053885428,0.321434463154956,0.0,365593,0.012410381693,0.0086468254623,0.0022531816906,0.005859923078200001,176992.0,0.06,45944.0,0.19699999999999998
1448,MS,6.0,6.0,0.218,0.071,0.045,0.284,0.08800000000000001,0.08199999999999999,0.278,0.159,0.094,0.32,0.214,0.086,0.3385122152072468,0.2660993686522097,0.11227010705462533,3.0,28433,0.014652143979000002,0.010132928487,0.0024714459724,0.0011298038731,12684.0,0.055,32049.0,0.26899999999999996
2808,VA,2.0,2.0,0.191,0.052000000000000005,0.05,0.22699999999999998,0.106,0.091,0.305,0.17600000000000002,0.107,0.33399999999999996,0.24100000000000002,0.131,0.34862508383635143,0.27636932707355244,0.18327744243237198,4.0,32062,0.009928415810800001,0.010364145658,0.00021786492370000002,-0.003423591659,15688.0,0.054000000000000006,43998.0,0.13699999999999998
2744,TX,6.0,6.0,0.27,0.096,0.087,0.364,0.134,0.084,0.317,0.21100000000000002,0.10400000000000001,0.345,0.23199999999999998,0.124,0.3189056166763173,0.2870584829183555,0.1281123335263463,2.0,11613,0.016279375082000003,0.0070894052777,0.0002625705658,0.022406021618,5921.0,0.036000000000000004,53244.0,0.14
3029,WI,7.0,11.0,0.298,0.099,0.075,0.39799999999999996,0.13699999999999998,0.122,0.395,0.231,0.128,0.405,0.271,0.165,0.3496522948539639,0.33259156235512294,0.22308762169680108,5.0,16076,0.010892229173,0.011452400959,0.0001244826191,0.0024274110727,8065.0,0.075,41294.0,0.149
788,IA,7.0,11.0,0.33399999999999996,0.09,0.061,0.419,0.11699999999999999,0.096,0.413,0.22,0.113,0.39799999999999996,0.27899999999999997,0.16,0.41160689070883927,0.3224371646427563,0.18186952838181306,0.0,20554,0.013227963526,0.011963525836,0.0001458966565,-0.001993920973,11222.0,0.031,52367.0,0.099
290,CO,5.0,8.0,0.314,0.184,0.182,0.257,0.31,0.387,0.18600000000000003,0.373,0.397,0.177,0.273,0.483,0.1619448698315467,0.3023066615620215,0.48143185298621755,5.0,29451,0.0090325239551,0.0017858982725000002,0.0061132671635,0.009719407906,20175.0,0.034,68352.0,0.09699999999999999
2880,VA,2.0,2.0,0.32799999999999996,0.138,0.114,0.331,0.192,0.177,0.271,0.297,0.226,0.278,0.297,0.282,0.2657033190336419,0.3078497779784752,0.3398359298562505,0.0,93979,0.0094385852775,0.009928624693699999,0.003153297113,-8.522424599999999e-05,50170.0,0.046,61935.0,0.08199999999999999
2725,TX,6.0,6.0,0.223,0.08900000000000001,0.08199999999999999,0.248,0.131,0.121,0.321,0.182,0.115,0.31,0.225,0.162,0.3573869346733669,0.25547738693467337,0.15638190954773867,1.0,7584,0.013436827342999998,0.0082186419673,0.0003913639032,-0.02713456396,2881.0,0.061,37527.0,0.209
913,KS,2.0,2.0,0.375,0.135,0.11599999999999999,0.386,0.17600000000000002,0.165,0.33899999999999997,0.271,0.203,0.301,0.322,0.23,0.3029958948379771,0.3344833609922264,0.258101144204734,0.0,34797,0.013282541508,0.010120031625,0.00184000575,-0.003996262488,17137.0,0.043,55074.0,0.128
277,CO,9.0,10.0,0.35200000000000004,0.10300000000000001,0.102,0.363,0.163,0.24600000000000002,0.324,0.271,0.27899999999999997,0.21600000000000003,0.35,0.368,0.19796814936847887,0.2833607907742999,0.5,5.0,4625,0.0069542540476,0.0084754971205,0.00043464087799999993,0.012169944583,2143.0,0.057,57242.0,0.096
966,KS,9.0,10.0,0.371,0.139,0.09,0.40299999999999997,0.18100000000000002,0.141,0.33799999999999997,0.284,0.165,0.29100000000000004,0.354,0.184,0.29427254772876893,0.38479262672811065,0.2034233048057933,1.0,4296,0.011114970476,0.010651846706000001,0.0,-0.010420284819999999,2166.0,0.038,45945.0,0.141
1237,MI,5.0,8.0,0.354,0.077,0.064,0.42700000000000005,0.155,0.105,0.391,0.265,0.113,0.358,0.332,0.171,0.3669483568075117,0.36518309859154935,0.179906103286385,3.0,36552,0.0090748058319,0.011609211064000001,0.000163510015,-0.0046600354269999995,17522.0,0.084,43338.0,0.14800000000000002
3100,WY,4.0,5.0,0.26,0.20800000000000002,0.268,0.267,0.225,0.355,0.209,0.298,0.385,0.21899999999999997,0.275,0.441,0.159838883976815,0.3096571372433441,0.488456626387661,4.0,37918,0.010957453848,0.0051875868458,0.0047641103686,-0.0033348772580000003,20528.0,0.035,42838.0,0.24
1910,NC,1.0,1.0,0.16899999999999998,0.065,0.057,0.243,0.132,0.087,0.271,0.22899999999999998,0.10800000000000001,0.29600000000000004,0.27699999999999997,0.142,0.29377367172843444,0.33860040352553894,0.185451842412658,0.0,211040,0.011757711242,0.010397393517000001,0.0010939618065,0.0050417370211,100605.0,0.068,42056.0,0.16699999999999998
1650,NE,8.0,7.0,0.369,0.132,0.051,0.428,0.139,0.095,0.424,0.21600000000000003,0.135,0.406,0.293,0.142,0.3592493297587131,0.3790472262322128,0.16518869870076305,1.0,6590,0.01108495938,0.01336269076,0.00015184875859999998,0.0031888239314,3588.0,0.039,49345.0,0.106
2307,SC,3.0,2.0,0.275,0.109,0.11900000000000001,0.324,0.177,0.21899999999999997,0.27399999999999997,0.294,0.265,0.242,0.304,0.332,0.24340545978481426,0.2986256756526336,0.3743072961958838,5.0,175118,0.011996220844000002,0.0087082393119,0.0021900615124,0.016093196074,69251.0,0.057,55427.0,0.129
921,KS,2.0,2.0,0.379,0.13,0.071,0.418,0.14300000000000002,0.10400000000000001,0.37,0.285,0.11900000000000001,0.337,0.332,0.17800000000000002,0.3322422258592471,0.37206764866339326,0.18894344426259319,2.0,7708,0.01261504795,0.012743772929,-0.00012872497900000003,-0.015961897410000002,3609.0,0.04,53378.0,0.11199999999999999
2697,TX,2.0,2.0,0.34600000000000003,0.205,0.19699999999999998,0.319,0.257,0.24100000000000002,0.24600000000000002,0.34700000000000003,0.264,0.23399999999999999,0.37200000000000005,0.289,0.2232689648360332,0.38500098775187674,0.3072525681548795,0.0,128684,0.013659736282,0.0077149313293,0.0016839697825,0.0081143846265,68837.0,0.034,64636.0,0.09699999999999999
620,IL,7.0,9.0,0.287,0.055,0.038,0.368,0.1,0.076,0.408,0.20800000000000002,0.081,0.406,0.307,0.11199999999999999,0.3825997350213455,0.3415280435742677,0.18371853378477845,1.0,9619,0.012615336496,0.0094875671167,0.0007298128551000001,0.0022936975447000003,4661.0,0.064,52919.0,0.11
2679,TX,9.0,12.0,0.18,0.095,0.042,0.287,0.126,0.105,0.33,0.184,0.10800000000000001,0.336,0.251,0.147,0.31897711978465687,0.32705248990578734,0.19515477792732167,1.0,1153,0.0059625212947,0.011925042589,0.0,-0.03236797274,497.0,0.042,37936.0,0.175
1479,MO,3.0,2.0,0.33799999999999997,0.102,0.064,0.395,0.133,0.106,0.36700000000000005,0.21899999999999997,0.135,0.38,0.266,0.16899999999999998,0.3776377367416243,0.2940242274746997,0.19659058270962512,3.0,89525,0.013107768165,0.010062303732,0.0023872871382,-0.007630394404,46341.0,0.057,45431.0,0.17800000000000002
1193,MD,1.0,1.0,0.292,0.171,0.332,0.252,0.193,0.428,0.168,0.239,0.499,0.145,0.213,0.546,0.14234033328935097,0.19683588261649393,0.573969327403936,4.0,1030476,0.012703694307000002,0.005768817938799999,0.010726761773,-0.006419663941,544718.0,0.044000000000000004,97279.0,0.07200000000000001
2533,TX,6.0,4.0,0.233,0.081,0.079,0.285,0.134,0.099,0.317,0.23399999999999999,0.14,0.325,0.27899999999999997,0.174,0.32088726988876604,0.29376179015156445,0.2325180511286021,5.0,44441,0.011095637603,0.0096011231503,0.0010416312852,0.009057663349300001,21499.0,0.043,53203.0,0.14
2845,VA,1.0,1.0,0.19899999999999998,0.08800000000000001,0.076,0.32299999999999995,0.15,0.125,0.336,0.25,0.18899999999999997,0.28800000000000003,0.29100000000000004,0.287,0.2780631393038487,0.2826698064611083,0.36349988961660173,0.0,101872,0.0086773664538,0.007987904874,0.0006697626775,0.0050626178856,56007.0,0.045,81940.0,0.061
1234,MI,6.0,6.0,0.312,0.07200000000000001,0.049,0.39799999999999996,0.11599999999999999,0.065,0.387,0.215,0.068,0.40399999999999997,0.26899999999999996,0.08800000000000001,0.40200687036702226,0.3331224010124751,0.10536069426866751,5.0,30670,0.0095023510972,0.011363636364000002,9.79623824e-05,0.0048328108673,11974.0,0.098,34655.0,0.245
2051,OH,6.0,3.0,0.36,0.064,0.046,0.42200000000000004,0.078,0.073,0.429,0.139,0.085,0.47600000000000003,0.204,0.107,0.4571675653677892,0.24498931732627935,0.13811171024519278,0.0,28690,0.011874706179000001,0.011213065659000002,0.0002785854822,-0.0027162084520000003,14134.0,0.06,44947.0,0.158
2560,TX,2.0,2.0,0.254,0.077,0.044000000000000004,0.252,0.12,0.081,0.29,0.141,0.1,0.305,0.207,0.105,0.32,0.2648366013071896,0.11607843137254903,1.0,5888,0.010778039744,0.008757157292,0.000505220613,-0.018524755809999998,2698.0,0.047,36627.0,0.24100000000000002
3015,WV,8.0,7.0,0.24,0.062,0.027000000000000003,0.36,0.08800000000000001,0.057,0.397,0.158,0.06,0.436,0.226,0.071,0.47085931146652216,0.23082136080238552,0.10355109785849823,3.0,10009,0.0094593249029,0.012147764612000001,0.0,-0.0034850144380000002,4603.0,0.062,46383.0,0.177
2303,SC,6.0,6.0,0.153,0.067,0.078,0.225,0.099,0.10800000000000001,0.299,0.129,0.095,0.312,0.19399999999999998,0.09300000000000001,0.3432642487046632,0.24194012665515255,0.12708693149107658,3.0,9693,0.010045615293999999,0.012198247143,0.000410025114,-0.010558146689999999,2860.0,0.121,25530.0,0.39899999999999997
930,KS,7.0,8.0,0.33899999999999997,0.139,0.11599999999999999,0.384,0.17300000000000001,0.156,0.33399999999999996,0.27399999999999997,0.174,0.321,0.316,0.222,0.2914431801092786,0.33114441826657964,0.2668304175647902,3.0,29161,0.010553011864,0.012459362394000001,0.0010553011863999998,-0.013344453709999999,16850.0,0.033,57878.0,0.08800000000000001
2868,VA,6.0,4.0,0.182,0.078,0.061,0.201,0.099,0.08800000000000001,0.26899999999999996,0.175,0.08800000000000001,0.318,0.215,0.111,0.38763642869923076,0.2487922705314009,0.12229379137591698,4.0,15560,0.011786938279,0.011274462700999998,-6.405944700000001e-05,-0.006662182504999999,7080.0,0.054000000000000006,37996.0,0.243
759,IN,3.0,2.0,0.368,0.066,0.040999999999999995,0.45799999999999996,0.091,0.078,0.45799999999999996,0.183,0.1,0.444,0.27,0.094,0.41070952253934395,0.3155508135502801,0.1301013603627634,2.0,21003,0.011143514238,0.010337387676,4.7419209500000004e-05,-0.009436422694999998,8652.0,0.071,43933.0,0.16899999999999998
1245,MI,6.0,5.0,0.365,0.094,0.08199999999999999,0.465,0.11800000000000001,0.111,0.423,0.23800000000000002,0.109,0.42100000000000004,0.284,0.129,0.41747401796723616,0.3324643297516294,0.13757266161705123,0.0,41633,0.0092510697296,0.009944302345000001,0.00047809145889999996,-0.009753065761,18563.0,0.071,43509.0,0.185
